bidderID;asin;bidorBuy;unixBidTime;bidTime
6889;9183;0.0;1620424732.0;8 May 2021 at 5:58:52pm PDT
1783;9183;1.0;1620696451.0;11 May 2021 at 9:27:31pm PDT
7076;35792;0.0;1619922199.0;2 May 2021 at 10:23:19pm PDT
788;35792;0.0;1620426693.0;8 May 2021 at 6:31:33pm PDT
788;35792;0.0;1620426691.0;8 May 2021 at 6:31:31pm PDT
788;35792;0.0;1620426688.0;8 May 2021 at 6:31:28pm PDT
788;35792;0.0;1620426683.0;8 May 2021 at 6:31:23pm PDT
788;35792;0.0;1620425772.0;8 May 2021 at 6:16:12pm PDT
788;35792;0.0;1620425754.0;8 May 2021 at 6:15:54pm PDT
788;35792;0.0;1620425750.0;8 May 2021 at 6:15:50pm PDT
788;35792;0.0;1620345946.0;7 May 2021 at 8:05:46pm PDT
788;35792;0.0;1620345932.0;7 May 2021 at 8:05:32pm PDT
4989;67636;0.0;1619573392.0;28 Apr 2021 at 9:29:52pm PDT
4989;67636;0.0;1619573368.0;28 Apr 2021 at 9:29:28pm PDT
4989;67636;0.0;1619573361.0;28 Apr 2021 at 9:29:21pm PDT
4989;67636;0.0;1619572415.0;28 Apr 2021 at 9:13:35pm PDT
4989;67636;0.0;1619572409.0;28 Apr 2021 at 9:13:29pm PDT
4989;67636;0.0;1619567506.0;28 Apr 2021 at 7:51:46am PDT
4989;67636;0.0;1619563178.0;28 Apr 2021 at 6:39:38am PDT
4989;67636;0.0;1619549555.0;28 Apr 2021 at 2:52:35pm PDT
4989;67636;0.0;1619549547.0;28 Apr 2021 at 2:52:27pm PDT
4634;67636;0.0;1619581535.0;28 Apr 2021 at 11:45:35am PDT
8902;2244;0.0;1621044846.0;15 May 2021 at 10:14:06pm PDT
337;2244;0.0;1621134095.0;16 May 2021 at 11:01:35am PDT
337;2244;0.0;1621130619.0;16 May 2021 at 10:03:39am PDT
337;2244;0.0;1621130596.0;16 May 2021 at 10:03:16am PDT
337;2244;0.0;1621126675.0;16 May 2021 at 8:57:55am PDT
337;2244;1.0;1621102262.0;16 May 2021 at 2:11:02pm PDT
337;2244;1.0;1621102153.0;16 May 2021 at 2:09:13pm PDT
